video_id,channelTitle,title,description,tags,publishedAt,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount
XZPFeFvA5Uc,Dogs That,We need to think the best of our dogs AND ourselves. #DogsThat #SusanGarrett #DogTraining #Mindset,,"['dog training', 'puppy training', 'puppy training tips', 'dog training tips', 'susan garrett', 'susan garrett puppy training', 'susan garrett dog training', 'susan garrett podcast', 'susan garrett shaped by dog', 'susan garrett dogs that', 'dog training mindset', 'reactive dog training', 'reactive dog', 'reactive dog training positive reinforcement', 'dog training motivation', 'dog training advice']",2022-08-16T00:00:16Z,PT49S,hd,false,1100,76,0,3
Dzx50wwE-7g,Dogs That,This is after being; walked outside twice and a full training session! #PuppyZoomies #PuppyTraining,,"['puppy training', 'puppy training tips', 'puppy zoomies', 'puppy zoomies funny', 'puppy zoomies after walk', 'puppy zoomies videos', 'zoomies dog', 'susan garrett puppy', 'susan garrett puppy training', 'funny dog shorts', 'funny dog videos', 'funny dogs', 'funny puppy videos', 'funny puppies', 'puppy funny videos', 'puppy funny', 'puppy funny moments', 'puppy funny videos 2022', 'puppy funny shorts', 'puppy funny dog']",2022-08-15T22:00:06Z,PT1M,hd,false,713,76,0,8
tEik-zMmvQ8,Dogs That,"Dog Training Mechanics Feedback from Tater, This!, Momentum and Swagger (Learning from Failure)","I failed! But I learned. Our dogs give us feedback on our training: mechanics, set ups and much more! Believe them and training is less frustrating and more joyful for EVERYONE!  There's always the layers of shaping to go back to for success - https://youtu.be/XfQFmLfkfbU

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com","['susan garrett', 'dog training', 'puppy training', 'training mechanics', 'trainer setup', 'tater', 'this', 'swagger', 'momentum', 'shaping dogs', 'layered shaping']",2022-08-14T02:07:53Z,PT2M59S,hd,false,1625,110,0,15
XfQFmLfkfbU,Dogs That,5 Popular Ways To Train Your Dog With Food #170 #podcast,"If someone says to you that they are a reinforcement-based dog trainer, what does that really mean? There are a lot of ways of training dogs with food or toys. Even though they fall under the reinforcement grouping, the different types of training are all dramatically different. We’re covering what I tried in the past, what I suggest you avoid, and the most effective way to shape your dog.

In the episode you'll hear:
• About training dogs by luring and using food or toys as a lure.
• What's termed observational learning or social learning, or sometimes modelling.
• About Stella the Kelpie and Bunny the Sheepadoodle using buttons to communicate.
• Some of the words that dogs understand and words that excite my dogs.
• What capturing behavior means and how to get a captured behavior like a stretch or talking.
• About shaping, and the critical difference between two styles used to shape a behavior.
• The reason I don't free shape these days and prefer layered shaping.
• How to make the correct choice for the dog the obvious choice.
• Why splitting behaviours down creates confidence for dogs and give you a strong foundation.

Resources:
1. Podcast Episode 94: How the Best Professional Dog Trainers Use Reinforcement - https://dogsthat.com/podcast/94/
2. Podcast Episode 59: Why Your Treats Aren’t Working for Your Dog - https://dogsthat.com/podcast/59/
3. Podcast Episode 2: Reinforcement - https://dogsthat.com/podcast/2/
4. Stella the Kelpie (Instagram) - https://www.instagram.com/hunger4words/
5. Bunny the Sheepadoodle (Instagram) - https://www.instagram.com/whataboutbunny/
6. Podcast Episode 5: What is Shaping And How Can Dogs Shape Us - https://dogsthat.com/podcast/5/
7. Blog with Video: Positive Dog Training and the Difference in Shaping - https://susangarrettdogagility.com/2018/11/the-difference-in-shaping/
8. Podcast Episode 167: Reduce Your Dog’s Stress And Anxiety In Training - https://dogsthat.com/podcast/167/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  

Timestamps:
00:00 What Is Reinforcement-Based Dog Training?
00:34 Lure Training Dogs as a Popular Method
04:41 One Way to Be Successful with Food Luring
05:37 Social or Observational Learning and  “Do As I Do” for Dogs
06:59 Dog Training Like Stella the Kelpie and Bunny the Sheepadoodle
09:17 Capturing Behaviors and When to Capture
10:34 What’s the Difference Between Capturing and Shaping in Dog Training?
11:34 Beware of Capturing Cheap Behaviors
12:11 The Two Types of Shaping and My Experiences (Stoni vs Encore)
14:30 Avoid This “Free Shaping” Mistake
15:18 How I use Layered Shaping to Speed Up Training
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com","['positive reinforcement', 'clicker training for dogs', 'clicker dog training', 'clicker training', 'positive reinforcement dog training', 'positive reinforcement in dog training', 'force free dog training', 'positive dog trainer', 'dog training shaping', 'dog speaks with buttons', 'free shaping dog training', 'dog training luring', 'positive dog training techniques', 'do as i do dog training', 'social learning dogs', 'susan garrett dog training', 'susan garrett dogs that', 'shaped by dog podcast']",2022-08-12T14:12:52Z,PT18M23S,hd,false,1511,130,0,24
WTheqs3fqgE,Dogs That,"Dog Training A Stressed, Anxious Or Reactive Dog Part 2 #169 #podcast","If you were to google for help for an anxious, stressed, or reactive dog, you’d get many suggestions, many of which are good! But there are critical elements that are essential for you to know. We’re covering the 10 things that are vital for you to help your dog get into the confidence zone.

In the episode you'll hear:
• Why training should be about reinforcement rather than isolating what you don't like.
• The reason not to put your dog or yourself in a position where there will be judgment.
• About choosing a dog training program that will protect your dog's confidence.
• Why to know your dog's number one highest value reward.
• The difference between perception triggers and fear triggers.
• That triggers don't stay static and get lower or grow in intensity.
• Why to know your dog's Confidence Zone and how to grow it in stages.
• About Matching Law and how that applies to what you do with your dog.
• How creating good active and calm triggers will help you help your dog.
• Why it's important to condition a love for any tools you will be using.
• That some dogs need behavioral medication, and it can make training easier.

Resources:
1. Podcast Episode 168: Creating Confidence For Anxious, Stressed Or Reactive Dogs Part 1 - https://dogsthat.com/podcast/168/
2. Podcast Episode 94: How the Best Professional Dog Trainers Use Reinforcement - https://dogsthat.com/podcast/94/
3. Podcast Episode 46: Is Your Dog Trying to Dominate You and What You Can Do About It - https://dogsthat.com/podcast/46/
4. Agility Nation - https://www.agility-nation.com/
5. Podcast Episode 11: The Power of Permission in Dog Training - https://dogsthat.com/podcast/11/
6. Podcast Episode 90: Premack, Dog Training and Transfer of Value - https://dogsthat.com/podcast/90/
7. Podcast Episode 71: Pro Dog Trainer’s Secret to Help Your Naughty Dog - https://dogsthat.com/podcast/71/
7. Podcast Episode 112: Stressed Dog? How Trigger Stacking Might Be Putting Your Dog Over Threshold - https://dogsthat.com/podcast/112/
8. YouTube Playlist: Fearful Dogs Help with Susan Garrett - https://youtube.com/playlist?list=PLphRRSxcMHy0KAsqgnkMWv0v-5JGjNQG_
9. Podcast Episode 167: Reduce Your Dog’s Stress And Anxiety In Training - https://dogsthat.com/podcast/167/
10. Podcast Episode 166: Puppy Freedom: How Much Is Too Much? - https://dogsthat.com/podcast/166/
11. YouTube Playlist: Dog Training Games with Susan Garrett - https://youtube.com/playlist?list=PLphRRSxcMHy2TzttCtZVFwzwMGayAsaYe
12. Podcast Episode 111: How An Anchor Dog Can Help Overcome Your Dog’s Anxiety Or Reactivity - https://dogsthat.com/podcast/111/
13. Matching Law (Wikipedia) - https://en.wikipedia.org/wiki/Matching_law
14. Podcast Episode 86: How to Train Unmotivated or Overexcited Dogs - https://dogsthat.com/podcast/86/
15. YouTube Video: Puppy's First Training with Susan Garrett: Shaping, Targeting and Collar Conditioning - https://youtu.be/ticB_1Twx6E
16. Podcast Episode 40: Using A Head Halter On A Dog, Why My Approach Is So Different - https://dogsthat.com/podcast/40/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com","['reactive dog', 'confidence building for dogs', 'dog embarrassing owner', 'dog chewing furniture', 'dog chewed couch', 'destructive chewing', 'believe in your dog', 'anxiety in dogs', 'stress in dogs', 'stressed dog', 'dog training tips', 'excitable dog', 'how to reduce stress in dogs', 'overexcited dog', 'overly excited dog', 'training hyper dog', 'stress avoidance', 'dog training advice', 'susan garrett dog training', 'shaped by dog podcast', 'susan garrett podcast', 'reactive dog training', 'dog training']",2022-08-10T13:54:44Z,PT21M6S,hd,false,2546,169,0,23
2hW5g9kkSLE,Dogs That,What’s your approach to puppy problems?,"1. Using a “no” or “aah aah”?   2. Interrupting with another toy or food?  3. Teach incompatible games.  4. A combination of 1, 2, 3, or 4?  5. Something else?","['teaching through play', 'puppy training tips', 'puppy training basics', 'game based dog training', 'puppy problems', 'puppy retrieve', 'susan garrett bring me', 'dog training retrieve', 'dog training fetch', 'games for puppies', 'games for puppy training', 'games for puppies indoors', 'susan garrett puppy training', 'susan garrett puppy games', 'puppy training', 'dog training', 'professional dog training tips', 'dog training videos for puppies', 'dog training games', 'dog training games indoors']",2022-08-09T20:39:12Z,PT1M1S,hd,false,861,70,0,4
sqJKEF55yCc,Dogs That,Learn how to start distraction proofing your dog at DogsThat.com/Distraction-Proof 🐇🚲,,"['dog training', 'runaway dog', 'dog training tips', 'professional dog training', 'dog trainer', 'dog training videos', 'train your dog to ignore distractions', 'excitable dog', 'shaped by dog', 'dog training podcast', 'susan garrett podcast', 'how to teach your dog to ignore distractions', 'dog training advice', 'dog training distractions', 'dog training for beginners', 'dog training tips for beginners', 'professional dog training tips', 'recall training dog', 'recall training puppy', 'dog chasing rabbit']",2022-08-09T00:00:18Z,PT51S,hd,false,933,48,0,3
dGACwq1hhZI,Dogs That,Puppy Belief practising her pouty face,,"['puppy life', 'funny puppy videos', 'puppy short video', 'cute puppy', 'puppy training', 'susan garrett puppy training', 'susan garrett puppy', 'susan garrett puppy games', 'susan garrett puppy toys', 'susan garrett hot zone training', 'recallers dog training', 'recallers susan garrett', 'homeschool the dog', 'susan garrett dogs that', 'susan garrett dog trainer', 'pet short video', 'cute dog video', 'cute dog videos funny', 'cute dogs shorts', 'cute puppy doing cute things', 'cute puppy videos funny']",2022-08-08T22:00:13Z,PT18S,hd,false,771,58,0,7
N_XO0jqxvBg,Dogs That,"Creating Confidence For Anxious, Stressed Or Reactive Dogs Part 1 #168 #podcast","If your dog is stressed, anxious or reactive, there’s so much you can do to replace that stress, anxiety and reactivity with confidence. Two things are super important to help our dogs become confident, and those are our mindset and training clarity. Believing in your dog will help you bring out their best in any situation.

In the episode you'll hear:
• About thinking the best about our dogs and the best about ourselves.
• How to throw away any negative feelings you might have about yourself.
• That you are doing the best you can and to ignore society’s judgment.
• About the unrealistic expectations people have about dogs.
• How to see the dog you love everywhere you go with that dog.
• Why to know what your dog will do when they are overwhelmed.
• That you need a plan to replace food lures and props in your dog training.
• About breaking behaviors down and how that applies to walking on a loose leash.
• Why we want to help our dogs recover from failure fast and how it starts with ItsYerChoice.
• A review of the arousal curve, so you can be aware of your dog’s emotional state.
• Why we need to believe our dogs and learn from the information they give us.
• That our dogs are always doing the best they can in any situation and change is possible.

ItsYerChoice Game: Learn how to play ItsYerChoice (IYC) - https://dogsthat.com/y/iycsummit

Resources:
1. Podcast Episode 167: Reduce Your Dog’s Stress And Anxiety In Training - https://dogsthat.com/podcast/167/
2. YouTube Playlist: Reactive or Aggressive Dogs: Key Insights with Susan Garrett - https://www.youtube.com/playlist?list=PLphRRSxcMHy0Tbd6ZybIXgJk3mtpBLLk7
3. Podcast Episode 163: Unsolicited Dog Training Advice: How To Protect Your Confidence And Your Dog - https://dogsthat.com/podcast/163/
4. Podcast Episode 78: How to Train a Rescue Dog with Behavior Problems - https://dogsthat.com/podcast/78/
5. Podcast Episode 114: Dog Agility Training: 3 Big Mistakes All Dog Owners Should Avoid - https://dogsthat.com/podcast/114/
6. Podcast Episode 3: How Hollywood Made Life Tough For Dogs - https://dogsthat.com/podcast/3/
7. Podcast Episode 76: Leash Walking: Distracted, or Reactive Dog? These Games Will Help! - https://dogsthat.com/podcast/76/
8. YouTube Video: Perch Work (Pivots and Spins) - https://www.youtube.com/watch?v=O6sj6fTJnFc&feature=youtu.be
9. Podcast Episode 86: How to Train Unmotivated or Overexcited Dogs - https://dogsthat.com/podcast/86/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com

#podcast #dogtraining #excitabledog","['believe in yourself', 'reactive dog', 'confidence in yourself', 'confidence building for dogs', 'dog embarrassing owner', 'dog chewing furniture', 'dog chewed couch', 'destructive chewing', 'believe in your dog', 'anxiety in dogs', 'stress in dogs', 'stressed dog', 'dog training tips', 'excitable dog', 'how to reduce stress in dogs', 'overexcited dog', 'overly excited dog', 'training hyper dog', 'stress avoidance', 'dog training advice', 'susan garrett dog training', 'shaped by dog podcast', 'susan garrett podcast']",2022-08-05T13:37:14Z,PT16M16S,hd,false,5744,378,0,30
tcae85wYXBE,Dogs That,Reduce Your Dog's Stress And Anxiety In Training #167 #podcast,"Inadvertent stress is something we want to minimize when training our dogs, as excessive stress has the same impact on dogs as it does on us. Now, stress is everywhere, but we don’t want to create it unintentionally and don’t want our dogs to endure anxiety if we can avoid it. We’re looking at how we can set up our training to prevent our dogs from stressing out.

In the episode you'll hear:
• How dogs can stress low or high and what that stress looks like.
• That our human mechanics can reduce anxiety for dogs.
• About practicing without your dog and how that will help minimize stress.
• Why videoing will improve your training sessions and help your dog.
• How I set up my training area and include stations.
• That transitions are the gaps between the training, and we want them seamless.
• What an efficient training session is and how to minimize your dog's repetitions.
• About the importance of using Balance Breaks in your training sessions.
• An answer to a listener's question about using food when training heeling.

Resources:
1. Podcast Episode 86: How to Train Unmotivated or Overexcited Dogs - https://dogsthat.com/podcast/86/
2. Podcast Episode 4: T.E.M.P. (Tail, Eyes/Ears, Mouth, Posture) - https://dogsthat.com/podcast/4/
3. Podcast Episode 157: Dog Body Language: Understanding Canine Communication Signals And Emotions - https://dogsthat.com/podcast/157/
4. Podcast Episode 110: Is Your Over-Aroused Dog Just Over-Faced In Training?  - https://dogsthat.com/podcast/110/
5. Podcast Episode 131: How Would Susan Garrett Plan Your Dog Training Sessions? - https://dogsthat.com/podcast/131/
6. Podcast Episode 125: Why Isn’t My Dog Learning What I’m Training? - https://dogsthat.com/podcast/125/
7. Podcast Episode 31: 5 Simple Hacks to Help Your Dog Learn Faster (Reinforcement Process) - https://dogsthat.com/podcast/31/
8. Susan’s Favorite Tripods and Video Accessories - https://dogsthat.com/favs/#tve-jump-178b15548dc
9. Podcast Episode 133: Become Your Own Dog Training Coach With This Video Strategy - https://dogsthat.com/podcast/133/
10. Podcast Episode 57: Why Balance Breaks Fast Track Your Dog Training- https://dogsthat.com/podcast/57/
11. Crate Games - https://get.crategames.com/
12. YouTube Video: Perch Work (Pivots and Spins) - https://youtu.be/O6sj6fTJnFc
13. Recallers - https://recallers.com/
14. Podcast Episode 53: Stop Your Dog Pulling on Leash and Start Walking Together - https://dogsthat.com/podcast/53/
15. YouTube Video: Understanding Your Dog's Reinforcement Zone (RZ) with Susan Garrett - https://youtu.be/OaUAScgaFAg
16. YouTube Video: Susan Garrett's Target Stick Training for Dogs Part One - https://youtu.be/MzePo7RSQu4
17. YouTube Video: Susan Garrett's Target Stick Training for Dogs Part Two - https://youtu.be/TqsEEWCXze0

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com","['anxiety in dogs', 'stress in dogs', 'stressed dog', 'dog training tips', 'excitable dog', 'how to reduce stress in dogs', 'overexcited dog', 'overly excited dog', 'training hyper dog', 'stress avoidance', 'dog training advice', 'hyperactive dog training', 'overly excited dog training', 'excitable dog training', 'frantic dog', 'dog training', 'puppy training', 'susan garrett podcast', 'susan garrett dog', 'susan garrett dog training', 'dog training videos', 'dog training 101', 'susan garrett puppy training']",2022-08-03T15:20:38Z,PT16M12S,hd,false,3789,222,0,46
fzseookKNZU,Dogs That,Your Dog's Distractions and the Arousal Curve,"Training distractions are all around us, HOWEVER moving your dog from low arousal to PEAK arousal can lower the impact of those distractions on your dog - AND it works even if your dog doesn’t like to play with toys.

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 132 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com","['susan garrett', 'dog training', 'puppy training', 'distractions', 'distracted dog', 'dog trainer', 'positive reinforcement', 'dog training tips', 'arousal curve']",2022-08-03T00:15:49Z,PT2M59S,hd,false,1561,71,0,9
_eDnqcacTMY,Dogs That,For anyone who ever gets COMPLETELY Frustrated with your dog(s),"We are humans...even if we really only ever wanted to be sweet, loving and kind to our dogs, sometimes even the best of us get frustrated...it is what happens next that is important. PLUS  today I'll be answering YOUR questions about our programs. Check out what dog lovers just like you think of our programs https://dogsthat.com/alumni-insights/","['dog training', 'susan garrett', 'dogs that', 'stop dog lunging', 'stop dog barking', 'dog behavior', 'best dog tips', 'puppy training', 'susan garrett puppy training', 'susan garrett dog training', 'susan garrett its yer choice', 'susan garrett recall training', 'susan garrett dogs that', 'game based dog training', 'choice based dog training', 'recallers dog training', 'recallers susan garrett', 'recallers games', 'homeschool the dog', 'homeschool the dog susan garrett', 'home school the dog vs recallers']",2022-08-02T10:30:30Z,PT1H49M43S,hd,false,1851,85,0,19
n27rAlX_AW0,Dogs That,"We’re all in this together, doing the best we can, one day at a time.💕⭐️",,"['dogsthat', 'susan garrett', 'dog trainer', 'dog owner', 'optimism', 'susan garrett dog training', 'susan garrett dog trainer', 'susan garrett puppy training', 'normalizing imperfection in dog training', 'puppy training', 'social media dogs', 'dog training social media content', 'consistent dog training', 'dog training motivation', 'motivational video', 'professional dog training', 'professional dog trainer', 'social media pressure to be perfect', 'border collie', 'agility dog', 'agility puppy']",2022-08-01T22:00:31Z,PT54S,hd,false,1239,136,0,7
Oq235uHJQa8,Dogs That,Watch our student stories at Recallers.com/Together -you may see yourself in one of them!👀,,"['dogsthat', 'susan garrett', 'dog training', 'recallers', 'recallers dog training', 'susan garrett recallers', 'susan garrett recall training', 'susan garrett recallers program', 'recallers susan garrett', 'recallers games', 'recallers training', 'recall training dog', 'recall training', 'recall training puppy', 'recall training for stubborn dogs', 'susan garrett puppy training', 'susan garrett dog training', 'susan garrett dogs that', 'recallers alumni', 'dog training for beginners', 'recall training leash for dogs']",2022-08-01T15:01:15Z,PT25S,hd,false,752,38,0,3
aMI4hexygYA,Dogs That,Have A New Puppy or Rescue Dog? These 3 Keys Will Make all the DIFFERENCE!,Expert Tips for ANYONE struggling with a new puppy or dog in the house! Check out what dog lovers just like you think of our programs https://dogsthat.com/alumni-insights/,"['dog training', 'susan garrett', 'dogs that', 'susan garrett puppy training', 'susan garrett dog training', 'dog training 101', 'dog training tips', 'dog training fundamentals', 'dog training videos for puppies', 'new puppy tips', 'new puppy training', 'new rescue dog tips', 'new dog training', 'rescue dog training', 'dog training for beginners', 'susan garrett rescue dog', 'recallers susan garrett', 'recallers dog training', 'recallers training', 'professional dog trainer', 'puppy training tips']",2022-07-31T09:47:07Z,PT56M13S,hd,false,1588,69,0,29
o0Nd8kQTF64,Dogs That,Agility Training: What Foundation Do You and Your Dog Need?,"Multi-Time World Agility Champion Susan Garrett today is sharing:
1. Key elements to agility training foundation.
2. Demonstrations with her 14-week-old puppy.
3. Insight into her world renown online dog agility instructional program Handling360.
4. Answers your questions.

Dog agility is an amazing sport filled with fun and teamwork when you put in the proper foundation but filled with frustration and disappointment when you don't. Today Susan shares how to make sure you and your dog have the absolute best possible outcome when you approach the sport of dog agility.","['dog agility training', 'dog agility', 'dog training', 'agility training for dogs', 'dog sports', 'basic agility training for dogs', 'how to start dog agility', 'agility training for dogs at home', 'agility training for dogs beginner', 'dog sports for beginners', 'dog agility training for beginners', 'susan garrett dog trainer', 'susan garrett dog training', 'susan garrett dogs that', 'susan garrett agility', 'susan garrett agility training', 'susan garrett agility nation', 'susan garrett handling 360']",2022-07-29T06:20:33Z,PT43M59S,hd,false,1744,103,0,22
